FrameIndex,Timestamp,FrameTime_ms,FPS
744,2.278901,4.000000,326.044006
745,2.281715,2.000000,326.044006
746,2.284557,3.000000,326.044006
747,2.287785,4.000000,326.044006
748,2.290596,2.000000,326.044006
749,2.293818,4.000000,326.044006
750,2.296632,2.000000,326.044006
751,2.299560,3.000000,326.044006
752,2.302688,3.000000,326.044006
753,2.305795,4.000000,326.044006
754,2.309261,3.000000,326.044006
755,2.312104,3.000000,326.044006
756,2.315182,3.000000,326.044006
757,2.317991,3.000000,326.044006
758,2.321177,3.000000,326.044006
759,2.324352,3.000000,326.044006
760,2.327184,3.000000,326.044006
761,2.330682,3.000000,326.044006
762,2.333563,3.000000,326.044006
763,2.336729,3.000000,327.345428
764,2.340096,4.000000,327.345428
765,2.343039,3.000000,327.345428
766,2.345895,3.000000,327.345428
767,2.349105,3.000000,327.345428
768,2.351928,3.000000,327.345428
769,2.355189,3.000000,327.345428
770,2.358008,3.000000,327.345428
771,2.361101,3.000000,327.345428
772,2.364041,3.000000,327.345428
773,2.366844,3.000000,327.345428
774,2.370109,3.000000,327.345428
775,2.373417,3.000000,327.345428
776,2.376671,3.000000,327.345428
777,2.380720,4.000000,327.345428
778,2.383090,3.000000,327.345428
779,2.385593,2.000000,327.345428
780,2.388684,3.000000,327.345428
781,2.391943,4.000000,327.345428
782,2.394716,2.000000,327.345428
783,2.398380,4.000000,327.345428
784,2.401147,3.000000,327.345428
785,2.404604,3.000000,327.345428
786,2.407414,3.000000,327.345428
787,2.410711,3.000000,327.345428
788,2.413470,3.000000,327.345428
789,2.416481,3.000000,327.345428
790,2.419497,3.000000,327.345428
791,2.422328,3.000000,327.345428
792,2.425574,3.000000,327.345428
793,2.428365,3.000000,327.345428
794,2.431706,3.000000,327.345428
795,2.434424,3.000000,327.345428
796,2.437857,4.000000,327.345428
797,2.441163,3.000000,327.345428
798,2.444039,3.000000,327.345428
799,2.447164,3.000000,327.345428
800,2.449973,3.000000,327.345428
801,2.453603,3.000000,327.345428
802,2.456311,3.000000,327.345428
803,2.459123,3.000000,327.345428
804,2.462337,3.000000,327.345428
805,2.465222,3.000000,327.345428
806,2.468424,3.000000,327.345428
807,2.471636,3.000000,327.345428
808,2.474768,4.000000,327.345428
809,2.477592,2.000000,327.345428
810,2.480809,4.000000,327.345428
811,2.483613,2.000000,327.345428
812,2.486461,3.000000,327.345428
813,2.489642,3.000000,327.345428
